question1	question2	is_duplicate
싸우면 자꾸 잠수를 탄다 답답해	싸우면 잠수타는 사람?	0
썸 타는 여자 만나기로 했는데 편하게 입어도 됨?	회사에서 어떤 사람이랑 자꾸 눈 마추쳐.	1
화장실 가고 싶어	화장실 계속 가고 싶어	0
손가락이 원망스럽네ㅜㅜ	수신차단의 의미	1
학생일 때 썸 괜찮을까	학생일 때 썸 괜찮을까	0
우리 다시 만날 수 있을까?	우리 다시 만날 기회가 있을까	0
짝녀랑 약속 파토 났어요.	짝녀랑 약속 파토 났어요.	0
카페나 갈까?	예쁜  카페 찾아가 볼까?	0
바쁘게 사는게 나쁘지는 않네	받아들여야지	1
이별의 고통 해결책.	이별의 아픔이 있는데 몸까지 아파서야	1
나 누구게?	나는 누구인가	0
도시락 싸는 거 귀찮은데 사먹을까	점심 도시락 싸는 거 귀찮다	0
공복이라 신경이 예민해져	공복이라 예민해	0
헤어지고서 10개월동안 4번 봤네.	헤어지는거 잘하는사람들 부러워	1
안경 쓰는 남자애 좋아하는 남자 있어?	혼자가 편하다는 짝녀에게 들이댔음.	1
나 왜 사랑해?	왜 나를 사랑해?	0
소개팅은 나한테 너무 어색하더라	소개팅 했는데 너무 어색하더라	0
원래 장난 잘 치는 성격인데 짝남 앞에서 넘 떨려서 노잼 돼.	원래랑 다르게 짝남 앞에서 넘 떨려서 노잼 돼.	0
내 나이 어떻해	내 발등 내가 다시 찍었네	1
따뜻한 봄이 다시 왔네 ㅎㅎ	딱한번만 생각해보세.	1
좋은 하루였어	주말이 참 힘들겠어	1
보통 썸이면 밀당해?	썸이면 보통 밀당하나?	0
책 팔 수 있는 곳 알려줘?	책 어디다 팔아?	0
맞지 않더라도 대화로 잘맞아갈수 있을까?	조금씩 대화로 잘 맞을까?	0
제주도로 떠나야겠다.	떠나요~ 제주도~	0
절대불공평	세상은 불공평해	0
그를 생각하면 할수록 내가 비참해.	생각할수록 내가 비참해.	0
배려 없는 사람 어떡해?	배려 할 줄 모르는 사람 어떡해?	0
몇 반 될지 궁금해	반 배정 잘 될까?	0
잠수타는거 너무 짜증나	아 좀 전화 좀 받으라고	1
또라이들 짱 많아	또라이가 너무 많아	0
안나가고 뒹굴거리고 싶어	아무것도 안하고 집에서 뒹굴거리고 싶어	0
좋아하는 애가 1년만 기다려 달라는데 어쩌지.	좋아하는 애가 1년만 기다려 달라는데 어쩌지.	0
전여친 꿈을 꿧어	전여친에게 다시 연락이 오면	1
택시비 아까워	택시비 많이 나왔어	0
마라톤 출전할까	마라톤 나가볼까	0
선생님이 나만 미워해	선생님이 나한테 왜 그럴까?	0
애를 나혼자 키우는 것 같아	혼자 해야 돼	1
주말인데 연락해볼까?	주말인데 연락해볼까?	0
2주가지나가네	30살 막바지의 이별	1
선생님이 차별하는 것 같아	선생님이 친구랑 차별해	0
좋아하는 사람이 단톡에서 다른 남자한테 관심 있는 것 같이 보여요.	좋아하는 사람이 단둘이 있는 걸 부담스러워해요.	1
주말이네	주체가 안된다	1
돌아버리겠다. 진짜	돌겠다	0
여자들은 착한 남자를 좋아하나요?	여자들은 보통 착한 남자를 좋아하나요?	0
휙 떠나고 싶다	여행가고 싶다	0
피부가 거지같아	피부 관리해야지	0
드디어 정리했네	따끔하게 혼내 줘	1
썸 타는데 원래 이렇게 적극적이야?	썸 타는데 원래 이렇게 적극적이야?	0
뭐라고?	설명 좀 해봐	0
우리 사랑이었을까?	우리 사랑이었을까?	0
답이 없는 과정	대체 본심이 뭐라는 건데.	1
뭣이 중한지 모르겠어	뭐가 중요한지 모르겠어	0
여자친구가 술만 마시면 필름이 끊기는데 너무 걱정돼.	여자친구가 술 마시면 필름이 끊겨서 너무 걱정돼.	0
이별. 냉정해진다	이별. 지쳐버렸나	1
의심되는데	의심가는 사람이 있는데	0
짝사랑 중인데 나혼자 치정 로맨스야.	짝사랑 중인데 나혼자 치정 로맨스야.	0
제사를 너무 많이 해	제사 없어졌으면	0
썸 타는 사람이랑 밥 먹기로 함	썸 타는 사람이랑 밥 약속 했어.	0
다시 만났는데 이제 정말 끝	재회 후 헤어짐	0
다음에 또 만나자	다음에 봐	0
우리 이것만은 잊지말자	우연히 길거리에 만나면 인사를 해야 하나?	1
이제 어떡하나	나 어떡하나 이제	0
식욕폭발해서 폭풍 먹방 찍었어	식욕폭발	0
짝사랑만 하다보니 이 세상에 나 혼자인 것 같네.	짝사랑만 하다보니 이 세상에 나 혼자인 것 같네.	0
나도 좀 살게 연락 좀 하지마	나를 사랑한 그사람에게 해줄수있는것	1
사랑에 빠지면 티가 나?	사랑에 빠지면 티나?	0
사귀고 나서 환장이 깨졌어	사귀니까 오히려 환장이 깨졌어	0
얼굴 작은 거 부러워	얼굴 엄청 작은 거 부러워	0
원래 다 이런거겠죠	위로 좀 해줘	1
참 정말 속이 뒤집어지고 구역질 나오고 미치겠네	참다 참다	1
노트북 백업 안까먹고 해야지 	컴퓨터 백업해야지	0
안경 벗으니까 훈훈하더라	안경 벗었는데 완전 훈남	0
남친이 나보다 눈물이 더 많아	남친이 나보다 더 잘 울어.	0
집 망한 거 같은데	우리집 망한 거 같은데 나 어떡하지?	0
문득 달력을 보니	문자 보내 놓은지 어언 한 달.	1
친구에서 연인이 되려면	친구에서 연인이 되려면	0
연애할때 자유를 원하는 상대에게 얼마나 자유롭게 해줘야하나.	연애할때 자유를 원하는 상대에게 얼마나 자유롭게 해줘야하나.	0
학교 짝이랑 썸 타는데	학교 짝이랑 썸 타는데	0
좋은 아침	굿모닝	0
친구들이랑 비교하는거 짜증나	친구가 너무 잘하니까 내가 작게 느껴져	1
오늘 하루도 잘들 지내셨나	오늘도 계속 생각나네	1
날씨가 좋네	날이 많이 추운데.	1
짝녀가 공시생인데 기다릴까요?	짝녀가 공시생인데 기다릴까요?	0
이렇게 끝이났네	끝인거겠죠?	0
카톡프로필~~~보고왔는데.	크리스마스가 더 가까워지니까 속이 답답해지네	1
집들이 하라네	집들이 해야겠지?	0
정말로 사랑한다면	정신과 방금다녀와서 처방전 받고 왔어.	1
남자들은 몇 년씩 혼자 짝사랑 할 수도 있어?	남자친구 만나고 왔어	1
남친 생일선물 뭘 주면 좋을까	남자친구 생일인데 뭘 줄까	0
짝남한테 같이 공부하러 가자고 해볼까?	짝남한테 같이 공부하러 가자고 해볼까?	0
아.벌받고 있는거네	아름답게 헤어지고 회사 그만둔 전남친	1
생각보다 오늘 너무 춥네	오늘 생각보다 춥네	0
내가 이렇게 또 불효를 한다.	내가 불효녀야	0
여친에게 운동을 하자고 어떻게 돌려말하지.	운동을 하자고 어떻게 돌려말하지.	1
학교 다니는 것도 힘드네	통학 힘들다	0
진짜 좋아하는 애가 생겼으면 좋겠어.	진짜 좋아하는 애가 생겼으면 좋겠어.	0
취뽀하고 싶다	취직이나 했으면	0
결혼이나 하지 왜 자꾸 나한테 화 내냐구!	스타트업하면 위험할까	1
면접 잘 볼 수 있을까	혼자 잘 살 수 있을까?	1
썸남한테 빼빼로 줄까?	썸남한테 빼빼로 줄까?	0
웃는 모습이 예쁜 사람	웃는 모습이 예쁜 사람	0
아침에 들을 노래 뭐가 좋을까	아침에 들을 노래 추천해줘	0
썸녀한테 여행가자고 해도 됨?	왠지 눈치 보임.	1
3박4일 정도 놀러가고 싶다	3박4일 놀러가고 싶다	0
남자 친구가 절 사랑하는걸까요	그 사람이 절 좋아하는걸까요?	0
어제 헤어졌습니다	어제는 그녀의 결혼식.	1
정말 고맙다 귀염둥아	고맙다	0
죽고 싶은 심정에 상담을 청합니다.	죽을거같죠?사람은 간사하네	1
14년의 기나긴 이야기.	1년 9개월 의 연애 종지부.	1
동생이랑 대판 싸움	동생이랑 싸웠어	0
친구가 배아플 정도로 잘 됐어	친구가 잘되니까 배 아픈 거 같아	0
명절 선물 알려줘	명절 선물 뭐하지	0
친구 따라다녀야겠다.	친구 따라 강남가나	0
이별너무 힘든네	이별보다 더 아프네	1
좋은 사람 같아서 놓치고 싶지 않아.	좋은 사람 같아서 놓치고 싶지 않아.	0
썸 탈 때 무슨 말하지	썸 탈 때 무슨 말해도 어색해	0
여사친이 여자로 느껴질때 있어?	여자 사람 친구였는데 갑자기 여자로 느껴질 때 있어?	0
5년 만났는데 매일 보고 싶어	5년 만났어	0
소문이 안 좋아	이상한 소문이 돌아	0
당신도 저만큼 아팠으면 좋겠습니다.	더 많이 좋아하고 덜 많이 좋아하는 거 그만합시다	1
썸탈때 카톡	썸탈때 카톡	0
시각한데 웃겨	웃으면 안되는데	1
매일매일 사랑해	매일매일 더 사랑해	0
최근에 헤어졌어	추억들을 하나씩 보내며	1
사랑하는 사람을 계속 기다려야 할까요?	그 사람 계속 기다려야 할까요?	0
아무말이나 하자	내 얼굴 어때?	1
쓰레기기는 또 언제 치워	쓰레기 언제 비워	0
너 좀 무서워	아 깜짝 놀랐다.	1
거지됐어	나 그지임	0
태몽꾼거 같아	태몽꿨대	0
잘해줬더니 더 해달래	잘해주고 싶었는데 그러지 못했어	1
중국 출장 가야할 수도 있어	중국 발령 날 수도 있어	0
이야기 듣고 있었는데 제 얘기 같았어요	제 얘기 같아요	0
그녀의 행복을 진심으로 빌어주는 날이 올까	그동안 보내왔던 시간.	1
남편이 바람을 피우는 것 같아.	요즘 남편한테 사랑받는 느낌이 안들어요	1
꽃게탕 맛있다.	꽃게탕 진짜 밥도둑	0
제 잘못입니다	제가 어떻게 행동해야할지 모르겠어	1
이렇게 또 혼자 좋아하고 이별하고.	혼자 좋아하고 이별하고.	0
좋은데 차갑게 대하게 돼	썸인데 자꾸 냉정하게 말해	0
옷 많은데 입을 게 없어	뭐 입지	0
내 기준 괜찮은 사람 발견했는데 남친 있는지 물어봐도 돼?	내가 그사람한테 필요했으면 좋겠어	1
잠수타고 연락 안돼	잠수이별인가봐	1
셀카 좀 잘 찍고 싶다	셀카 잘 찍고 싶다	0
성공하고 싶다	나 잘 살 수 있겠지	0
머리 스타일 추천	머리 어떻게 깎을까?	0
남친이 사랑하다는 말을 엄청 자주 해요	사랑 앵무  키우고 싶어	1
남자친구가 나쁜 의도는 아닌데 표현이 너무 서툴러.	남자친구가 표현이 너무 서툴러서 짜증나게 해.	0
가스비 너무 많이 나왔다.	가스비 장난 아님	0
감히 나를 무시하는 애가 있어	나 은근 무시하는 애 있어	0
키 큰 남자 만나고 싶어	키 큰 남자 만나고 싶어	0
술한잔 해야 하루가 가	쉽지않은 날들	1
오해하는 거 같은데 어떡하지?	오해로 싸움이 시작됐어	1
혼자 좋아하는게 이렇게 힘든 적은 처음이에요.	혼자 좋아하는게 이렇게 힘든 적은 처음이에요.	0
내일 만나자고 해볼까?	내일 만나자고 연락해볼까?	0
선택 장애 같아	선택 장애 있는 거 같아	0
이렇게 또 늙어간다	하루하루 늙어가	0
여자친구의 이성친구가 고민이야.	여자친구의 이성친구가 고민이야.	0
싸우면 연락이 안돼	싸우면 연락 안 받는 사람 어떻게 해?	0
나 바본인가 봄	바본가봐	0
나한테도 관심 있어 보이는데 연락해볼까?	관심 있는 것 같은데 연락해볼까?	0
아. 상담 좀 해 줘	아름다운 사랑도 아니고 이건 뭐.	1
딸기 먹을래	딸기 먹어야지	0
여친이 맨날 욕해	여자친구가 맨날 욕해	0
이사 가야 할 것 같아	이사가야돼	0
무슨 말이 필요하겠니	무뎌진줄 알았는데	1
철이 빨리 든 거 같아서 좀 그래	너무 빨리 철 든 거 같아서 마음이 아파	0
환승이별이란걸 알게됐습니다.	회복되는게 하루하루가 다른거 같아!!	1
마지막인가봐	만나고 왔는데 혼란스러워	1
죽을것같아	증오	1
욕을 퍼붓고 왓어	우리는 15년째 이별중입니다,	1
사랑하는 사람이 생겼어	그 사람이 너무 좋아	0
선 결혼 후 연애 해도 될까?	결혼하고 나서 연애 해도 될까?	0
요즘따라 아침이 너무 힘드네	우리 사랑은 가벼웠던 거겠죠.	1
썸타는데 갠톡 안하면	썸타는데 갑자기 톡 안하면	0
여자친구가 자꾸 구속해	여자친구가 구속해	0
랜선 연애 중	랜선 연애로 이야기 시작	0
다 끝났네	다 잊고 살아야	0
쫌 부담스러운데	차단인줄알았는데	1
1000일 만난 여자친구와 이별	10년 연예의끝	1
헤어진 여자친구가 꿈에서 밥을 해주고 가네.	헤어진 여자친구의 생일입니다.	1
뭐 좀 물어 봐도 돼	뭐 물어볼까	0
절친 만나고 싶어	친구랑 더 친해지고 싶어	0
썸타고 싶어요	썸이라도 타고 싶어요	0
연애보다 썸이 좋아.	연애보다 썸이 좋아.	0
그녀는 이별했지만 전 아직 슬픈진행중	그녀를 만났던 카페에서 탈퇴했어	1
사랑이 뭐가 대수라고	사랑이 뭐 대순가	0
믿지 말껄	믿는 게 아니었어	0
썸 탔던 애 친구해도 되나	썸 탔던 애 친구해도 되나	0
혼인신고했어 이제 유부녀	혼인 신고 하고 선물도 받았어	0
괜찮다가도 한번씩 마음이 저려오네	괜찮아졌다가 다시울컥하네	0
2년의 연애에 이별이란 종착역!!	2주가 지났어	1
결혼하면 다 끝일 줄 알았는데	결혼하면 끝일 줄 알았는데	0
하라고 할때는 공부하기 싫었는데.	어렸을때는 공부하기 싫었는데 지금은 하고 싶네	0
여자친구가 작은 일까지 다 기억해	여자친구가 너무 다 기억해	0
반지 호수 물어볼까	반지 호수 모르는데	0
정말 상처가 잡혀지질않으니 지칩니다	정말 연애하고싶지않네	1
남자친구가 갑자기 군대간대	갑자기 남자친구가 군대간대	0
중국어 배울려면 학원 다녀야 할까	중국어 학원 다녀야 하나	0
짝남이 너무 좋은데 패션센스가 별로야.	짝남이 너무 좋은데 패션센스가 별로야.	0
오로라 보러 여행 가고 싶다	오로라 보러 가고 싶다	0
결국 핸드폰 번호 바꿨어	결국 헤어지자고 했어.	1
내가 이상한건가?	내가노력해 봐도.	1
회사에는 왜 친구 같은 사람이 없을까	후련하달까	1
짝남을 반에서 공개적으로 좋아하는게 나을까요?	짝남을 반에서 공개적으로 좋아하는게 나을까요?	0
이게 바로 첫사랑인듯	첫사랑인듯	0
미련인건가.? 바보인건가	미안해	1
썸남인데 모텔 가자고 함. 어떻게 거절해?	썸남인데 모텔 가자고 함. 어떻게 거절해?	0
썸인 거 같은데 연락이 안돼	썸인 거 같은데 연락 안 하면	1
요즘 눈에 띄는 남자애	요즘 눈에 띄는 남자애가 있는데	0
낚시 안 해봤는데 재미있어 보인다	낚시 안 해봤는데	0
아픔도 이제 안녕	안 맞는다면서 헤어진 우리	1
오늘 만나기로 했는데 빈손으로 나가?	오늘 만나기로 했는데 빈손으로 나가?	0
주식이 떨어졌어	주식 망했어	0
코인노래방 가서 스트레스 좀 풀어야겠다.	코인노래방 가야지	0
노는 것 좋아하는 여자 이쁜데 좀 그래.	너무 잘 노는 이쁜 여자 좀 그래.	0
썸 끝나고 잡아도 될까	썸타다가 끝나는 거 같은데 잡아도 될까	0
썸 탈 떄 남자가 좀 더 쓰는게 맞아?	썸 탈 때 남자가 돈 더 쓰는게 맞아?	0
결혼하니까 이렇게 행복해도 될까 싶어	결혼한지 반년인데 이렇게 행복해도 될까 싶어	0
보고 있으면 아직도 설레	아직 보고 싶고 설레고 그렇다	0
지난 나라사랑 신문을 다시 보고 싶습니다.	국민은행 나라사랑후불교통카드 20%할인	1
학생 데이트 코스 추천	학생 데이트 코스 추천	0
